code,description,fee
65155,Reinsert ocular implant,859.33
65175,Removal of ocular implant,702.9
65205,Remove foreign body from eye,28.2
65210,Remove foreign body from eye,38.27
65220,Remove foreign body from eye,64.45
65222,Remove foreign body from eye,67.14
65235,Remove foreign body from eye,638.79
65260,Remove foreign body from eye,844.22
65265,Remove foreign body from eye,946.6
65270,Repair of eye wound,283.31
65272,Repair of eye wound,529.02
65273,Repair of eye wound,322.58
65275,Repair of eye wound,593.81
65280,Repair of eye wound,568.63
65285,Repair of eye wound,933.85
65286,Repair of eye wound,702.23
65290,Repair of eye socket wound,417.24
65400,Removal of eye lesion,701.9
65410,Biopsy of cornea,144.68
65420,Removal of eye lesion,543.12
65426,Removal of eye lesion,674.04
65430,Corneal smear,116.14
65435,Curette/treat cornea,83.92
65436,Curette/treat cornea,394.08
65450,Treatment of corneal lesion,336.35
65600,Revision of cornea,444.43
65710,Corneal transplant,987.89
65730,Corneal transplant,1073.15
65750,Corneal transplant,1075.17
65755,Corneal transplant,1070.13
65756,Corneal trnspl endothelial,996.62
65770,Keratoprosthesis,1188.29
65772,Correction of astigmatism,462.56
65775,Correction of astigmatism,501.5
65778,Cover eye w/membrane,1280.6
65779,Cover eye w/membrane suture,1145.66
65780,Ocular reconst transplant,518.62
65781,Ocular reconst transplant,1128.54
65782,Ocular reconst transplant,978.49
65785,Impltj ntrstrml crnl rng seg,2109.05
65800,Drainage of eye,121.18
65810,Drainage of eye,402.81
65815,Drainage of eye,645.5
65820,Goniotomy,727.07
65850,Trabeculotomy ab externo,717.67
65855,Trabeculoplasty laser surg,246.72
65860,Severing ads ant sgm laser,311.51
65865,Incise inner eye adhesions,415.9
65870,Incise inner eye adhesions,515.6
65875,Incise inner eye adhesions,550.84
65880,Incise inner eye adhesions,576.35
65900,Remove eye lesion,853.96
65920,Remove implant of eye,684.44
65930,Remove blood clot from eye,550.51
66020,Injection treatment of eye,197.71
66030,Injection treatment of eye,177.57
66130,Remove eye lesion,709.95
66150,Glaucoma surgery,765.0
66155,Glaucoma surgery,764.67
66160,Glaucoma surgery,852.61
66170,Glaucoma surgery,942.91
66172,Incision of eye,1034.21
66174,Trluml dil aq o/f can w/o st,543.12
66175,Trluml dil aq o/f can w/st,623.35
66179,Aqueous shunt eye w/o graft,928.14
66180,Aqueous shunt eye w/graft,975.47
66183,Insert ant drainage device,885.85
66184,Revision of aqueous shunt,690.15
66185,Revise aqueous shunt eye,737.14
66225,Repair/graft eye lesion,797.23
66250,Follow-up surgery of eye,755.27
66500,Incision of iris,354.14
66505,Incision of iris,384.68
66600,Remove iris and lesion,795.21
66605,Removal of iris,931.16
66625,Removal of iris,372.6
66630,Removal of iris,488.74
66635,Removal of iris,493.11
66680,Repair iris & ciliary body,509.89
66682,Repair iris & ciliary body,569.3
66683,Implantation iris prosthesis,664.3
66700,Destruction ciliary body,458.87
66710,Ciliary transsleral therapy,447.45
66711,Ecp ciliary body destruction,448.46
66720,Destruction ciliary body,475.99
66740,Destruction ciliary body,445.78
66761,Revision of iris,300.76
66762,Revision of iris,484.04
66770,Removal of inner eye lesion,536.74
66820,Incision secondary cataract,423.29
66821,After cataract laser surgery,337.02
66825,Reposition intraocular lens,733.79
66830,Removal of lens lesion,606.23
66840,Removal of lens material,593.47
66850,Removal of lens material,673.36
66852,Removal of lens material,713.65
66920,Extraction of lens,638.12
66930,Extraction of lens,729.76
66940,Extraction of lens,671.35
66982,Xcapsl ctrc rmvl cplx wo ecp,633.75
66984,Xcapsl ctrc rmvl w/o ecp,464.91
66985,Insert lens prosthesis,661.95
66986,Exchange lens prosthesis,768.02
66989,Xcpsl ctrc rmvl cplx insj 1+,722.37
66990,Ophthalmic endoscope add-on,70.83
66991,Xcapsl ctrc rmvl insj 1+,585.08
67005,Partial removal of eye fluid,415.57
67010,Partial removal of eye fluid,470.62
67015,Release of eye fluid,527.01
67025,Replace eye fluid,746.21
67027,Implant eye drug system,718.68
67028,Injection eye drug,114.8
67030,Incise inner eye strands,493.44
67031,Laser surgery eye strands,391.73
67036,Removal of inner eye fluid,762.99
67039,Laser treatment of retina,813.34
67040,Laser treatment of retina,874.1
67041,Vit for macular pucker,959.69
67042,Vit for macular hole,959.36
67043,Vit for membrane dissect,1009.71
67101,Repair detached retina crtx,337.02
67105,Repair detached retina pc,300.09
67107,Repair detached retina,944.25
67108,Repair detached retina,996.95
67110,Repair detached retina,895.92
67113,Repair retinal detach cplx,1115.78
67115,Release encircling material,434.36
67120,Remove eye implant material,673.36
67121,Remove eye implant material,768.36
67141,Proph rta dtchmnt crtx dthrm,271.56
67145,Proph rta dtchmnt pc,246.72
67208,Treatment of retinal lesion,607.91
67210,Treatment of retinal lesion,519.96
67218,Treatment of retinal lesion,1160.76
67220,Treatment of choroid lesion,534.73
67225,Eye photodynamic ther add-on,29.2
67227,Dstrj extensive retinopathy,298.08
67228,Treatment x10sv retinopathy,342.72
67229,Tr retinal les preterm inf,974.8
67250,Reinforce eye wall,799.58
67255,Reinforce/graft eye wall,599.52
67311,Revise eye muscle,393.08
67312,Revise two eye muscles,560.91
67314,Revise eye muscle,393.08
67316,Revise two eye muscles,599.18
67318,Revise eye muscle(s),581.72
67320,Revise eye muscle(s) add-on,140.31
67331,Eye surgery follow-up add-on,101.37
67332,Rerevise eye muscles add-on,163.14
67334,Revise eye muscle w/suture,100.03
67335,Eye suture during surgery,150.38
67340,Revise eye muscle add-on,234.64
67343,Release eye tissue,585.75
67345,Destroy nerve of eye muscle,252.43
67346,Biopsy eye muscle,161.8
67400,Explore/biopsy eye socket,915.72
67405,Explore/drain eye socket,805.62
67412,Explore/treat eye socket,878.13
67413,Explore/treat eye socket,851.27
67414,Explr/decompress eye socket,1255.42
67415,Aspiration orbital contents,82.58
67420,Explore/treat eye socket,1511.54
67430,Explore/treat eye socket,1218.84
67440,Explore/drain eye socket,1181.91
67445,Explr/decompress eye socket,1318.2
67450,Explore/biopsy eye socket,1224.21
67500,Inject/treat eye socket,79.22
67505,Inject/treat eye socket,85.26
67515,Inject/treat eye socket,52.03
67516,Sprchoroidal spc njx rx agt,121.85
67550,Insert eye socket implant,960.7
67560,Revise eye socket implant,980.51
67570,Decompress optic nerve,1113.77
67700,Blepharotomy drg absc eyelid,281.97
67710,Severing tarsorrhaphy,240.68
67715,Canthotomy,275.92
67800,Remove eyelid lesion,131.25
67801,Remove eyelid lesions,165.82
67805,Remove eyelid lesions,207.45
67808,Remove eyelid lesion(s),320.91
67810,Incal bx eyelid skn lid mrgn,181.94
67820,Revise eyelashes,18.8
67825,Revise eyelashes,135.95
67830,Revise eyelashes,269.88
67835,Revise eyelashes,381.33
67840,Remove eyelid lesion,279.28
67850,Dstrj lesion lid margin <1cm,210.8
67875,Closure of eyelid by suture,181.6
67880,Revision of eyelid,473.3
67882,Revision of eyelid,577.36
67900,Repair brow defect,660.94
67901,Repair eyelid defect,797.56
67902,Repair eyelid defect,618.31
67903,Repair eyelid defect,609.25
67904,Repair eyelid defect,748.56
67906,Repair eyelid defect,429.66
67908,Repair eyelid defect,549.16
67909,Revise eyelid defect,555.88
67911,Revise eyelid defect,479.68
67912,Correction eyelid w/implant,898.94
67914,Repair eyelid defect,492.44
67915,Repair eyelid defect,317.21
67916,Repair eyelid defect,614.62
67917,Repair eyelid defect,628.72
67921,Repair eyelid defect,479.68
67922,Repair eyelid defect,310.16
67923,Repair eyelid defect,613.61
67924,Repair eyelid defect,654.23
67930,Repair eyelid wound,375.62
67935,Repair eyelid wound,609.25
67938,Remove eyelid foreign body,253.43
67950,Revision of eyelid,591.8
67961,Revision of eyelid,595.15
67966,Revision of eyelid,786.49
67971,Reconstruction of eyelid,610.59
67973,Reconstruction of eyelid,780.78
67974,Reconstruction of eyelid,779.1
67975,Reconstruction of eyelid,581.39
68020,Incise/drain eyelid lining,121.85
68040,Treatment of eyelid lesions,62.1
68100,Biopsy conjunctiva,180.59
68110,Exc les conjunctiva <1 cm,238.66
68115,Exc les conjunctiva >1 cm,332.65
68130,Exc les conjunctiva adj scl,557.22
68135,Destruction les conjunctiva,160.45
68200,Treat eyelid by injection,41.62
68320,Revise/graft eyelid lining,750.9
68325,Revise/graft eyelid lining,563.26
68326,Revise/graft eyelid lining,554.87
68328,Revise/graft eyelid lining,601.87
68330,Revise eyelid lining,627.04
68335,Revise/graft eyelid lining,556.21
68340,Separate eyelid adhesions,625.36
68360,Revise eyelid lining,549.16
68362,Revise eyelid lining,562.26
68371,Harvest eye tissue alograft,360.51
68400,I&d lacrimal gland,297.41
68420,I&d lacrimal sac,332.32
68440,Snip inc lacrimal punctum,106.74
68500,Removal of tear gland,925.79
68505,Partial removal tear gland,922.1
68510,Biopsy of tear gland,453.16
68520,Removal of tear sac,646.85
68525,Biopsy of tear sac,207.45
68530,Clearance of tear duct,435.71
68540,Remove tear gland lesion,851.61
68550,Remove tear gland lesion,1058.72
68700,Repair tear ducts,518.95
68705,Revise tear duct opening,261.16
68720,Create tear sac drain,706.26
68745,Create tear duct drain,709.62
68750,Create tear duct drain,752.58
68760,Close tear duct opening,220.54
68761,Close tear duct opening,144.0
68770,Close tear system fistula,538.09
68801,Dilate tear duct opening,95.0
68810,Probe nasolacrimal duct,161.46
68811,Probe nasolacrimal duct,118.16
68815,Probe nasolacrimal duct,374.95
68816,Probe nl duct w/balloon,835.83
68840,Explore/irrigate tear ducts,134.94
68841,Insj rx elut implt lac canal,38.94
68850,Injection for tear sac x-ray,56.73
69000,Drg xtrnl ear absc/hem smpl,192.68
69005,Drg xtrnl ear absc/hem comp,223.56
69020,Drg xtrnl aud canal abscess,233.97
69100,Biopsy of external ear,92.98
69105,Biopsy of external ear canal,144.68
69110,Remove external ear partial,471.62
69120,Removal of external ear,362.53
69140,Remove ear canal lesion(s),846.91
69145,Remove ear canal lesion(s),406.84
69150,Extensive ear canal surgery,904.64
69155,Extensive ear/neck surgery,1438.37
69200,Clear outer ear canal,82.24
69205,Clear outer ear canal,87.95
69209,Remove impacted ear wax uni,17.12
69210,Remove impacted ear wax uni,48.0
69220,Clean out mastoid cavity,78.88
69222,Clean out mastoid cavity,217.85
69310,Rebuild outer ear canal,1042.27
69320,Rebuild outer ear canal,1433.67
69420,Incision of eardrum,192.68
69421,Incision of eardrum,138.63
69424,Remove ventilating tube,130.91
69433,Create eardrum opening,203.42
69436,Create eardrum opening,145.35
69440,Exploration of middle ear,627.38
69450,Eardrum revision,499.48
69501,Mastoidectomy,638.79
69502,Mastoidectomy,844.56
69505,Remove mastoid structures,1133.91
69511,Extensive mastoid surgery,1158.41
69530,Extensive mastoid surgery,1530.01
69535,Remove part of temporal bone,2375.57
69540,Excision aural polyp,211.14
69550,Exc aurl glomus tum trnscanl,983.86
69552,Exc aurl glomus tum trnsmstd,1436.02
69554,Exc aurl glomus tum extended,2246.34
69601,Revj mstdc rsltg compl mstdc,909.68
69602,Rev mstdc rslt mod rad mstdc,971.11
69603,Revj mstdc rsltg rad mstdc,1181.24
69604,Revj mstdc rsltg tympanplsty,991.25
69610,Tympanic membrane repair,384.01
69620,Myringoplasty,744.86
69631,Repair eardrum structures,803.27
69632,Rebuild eardrum structures,974.13
69633,Rebuild eardrum structures,947.95
69635,Repair eardrum structures,1181.91
69636,Rebuild eardrum structures,1295.71
69637,Rebuild eardrum structures,1291.01
69641,Revise middle ear & mastoid,932.84
69642,Revise middle ear & mastoid,1190.64
69643,Revise middle ear & mastoid,1092.96
69644,Revise middle ear & mastoid,1378.28
69645,Revise middle ear & mastoid,1357.47
69646,Revise middle ear & mastoid,1438.37
69650,Stapes mobilization,721.03
69660,Revise middle ear bone,823.08
69661,Revise middle ear bone,1069.8
69662,Revise middle ear bone,1025.49
69666,Repair middle ear structures,724.72
69667,Repair middle ear structures,727.41
69670,Remove mastoid air cells,844.22
69676,Remove middle ear nerve,750.57
69700,Close mastoid fistula,601.19
69705,Nps surg dilat eust tube uni,2582.68
69706,Nps surg dilat eust tube bi,2673.99
69711,Remove/repair hearing aid,753.59
69714,Impl oi implt skull perq esp,439.73
69716,Impl oi implt sk tc esp<100,547.15
69717,Rplcmt oi implt skl prq esp,495.12
69719,Rplcm oi implt sk tc esp<100,564.94
69720,Release facial nerve,1065.1
69725,Release facial nerve,1634.07
69726,Rmv ntr oi implt skl prq esp,424.63
69727,Rmv ntr oi imp sk tc esp<100,471.62
69728,Rmv ntr oi imp sk tc>=100,522.31
69729,Impl oi implt sk tc esp>=100,591.46
69730,Rplc oi implt sk tc esp>=100,601.19
69740,Repair facial nerve,1024.14
69745,Repair facial nerve,1092.96
69801,Incise inner ear,224.23
69805,Explore inner ear,911.36
69806,Explore inner ear,819.72
69905,Remove inner ear,822.74
69910,Remove inner ear & mastoid,878.46
69915,Incise inner ear nerve,1315.17
69930,Implant cochlear device,1065.1
69950,Incise inner ear nerve,1518.59
69955,Release facial nerve,1715.97
69960,Release inner ear canal,1640.78
69970,Remove inner ear lesion,1851.58
70010,Contrast x-ray of brain,49.68
70015,Contrast x-ray of brain,161.12
70030,X-ray eye for foreign body,32.9
70100,X-ray exam of jaw <4views,40.62
70110,X-ray exam of jaw 4/> views,43.3
70120,X-ray exam of mastoids,38.94
70130,X-ray exam of mastoids,61.43
70134,X-ray exam of middle ear,61.43
70140,X-ray exam of facial bones,31.89
70150,X-ray exam of facial bones,46.99
70160,X-ray exam of nasal bones,37.6
70190,X-ray exam of eye sockets,36.92
70200,X-ray exam of eye sockets,46.99
70210,X-ray exam of sinuses,32.56
70220,X-ray exam of sinuses,37.93
70240,X-ray exam pituitary saddle,32.22
70250,X-ray exam of skull,35.92
70260,X-ray exam of skull,43.97
70300,X-ray exam of teeth,14.43
70310,X-ray exam of teeth,42.97
70320,Full mouth x-ray of teeth,57.06
70328,X-ray exam of jaw joint,34.24
70330,X-ray exam of jaw joints,53.71
70332,X-ray exam of jaw joint,80.23
70336,Magnetic image jaw joint,260.48
70350,X-ray head for orthodontia,18.46
70355,Panoramic x-ray of jaws,19.47
70360,X-ray exam of neck,31.22
70370,Throat x-ray & fluoroscopy,100.7
70371,Speech evaluation complex,111.78
70380,X-ray exam of salivary gland,36.92
70390,X-ray exam of salivary duct,111.11
70450,Ct head/brain w/o dye,107.08
70460,Ct head/brain w/dye,149.04
70470,Ct head/brain w/o & w/dye,173.88
70471,Cta h&n c+ w/noncontrast img,378.64
70472,Ct cere prfu alys c+w/ct/cta,157.1
70473,Ct cere prfu aly c+wo ct/cta,242.36
70480,Ct orbit/ear/fossa w/o dye,159.11
70481,Ct orbit/ear/fossa w/dye,180.59
70482,Ct orbit/ear/fossa w/o&w/dye,210.13
70486,Ct maxillofacial w/o dye,128.9
70487,Ct maxillofacial w/dye,152.4
70488,Ct maxillofacial w/o & w/dye,184.96
70490,Ct soft tissue neck w/o dye,150.38
70491,Ct soft tissue neck w/dye,184.29
70492,Ct sft tsue nck w/o & w/dye,220.87
70496,Ct angiography head,275.25
70498,Ct angiography neck,275.25
70540,Mri orbit/face/neck w/o dye,225.57
70542,Mri orbit/face/neck w/dye,267.87
70543,Mri orbt/fac/nck w/o &w/dye,338.7
70544,Mr angiography head w/o dye,215.84
70545,Mr angiography head w/dye,227.59
70546,Mr angiograph head w/o&w/dye,329.3
70547,Mr angiography neck w/o dye,215.84
70548,Mr angiography neck w/dye,246.72
70549,Mr angiograph neck w/o&w/dye,345.07
70551,Mri brain stem w/o dye,196.37
70552,Mri brain stem w/dye,270.22
70553,Mri brain stem w/o & w/dye,318.56
70554,Fmri brain by tech,379.65
71045,X-ray exam chest 1 view,25.51
71046,X-ray exam chest 2 views,33.23
71047,X-ray exam chest 3 views,41.29
71048,X-ray exam chest 4+ views,45.32
71100,X-ray exam ribs uni 2 views,36.25
71101,X-ray exam unilat ribs/chest,41.96
71110,X-ray exam ribs bil 3 views,42.97
71111,X-ray exam ribs/chest4/> vws,51.69
71120,X-ray exam breastbone 2/>vws,33.23
71130,X-ray strenoclavic jt 3/>vws,41.62
71250,Ct thorax dx c-,133.26
71260,Ct thorax dx c+,167.5
71270,Ct thorax dx c-/c+,196.71
71271,Ct thorax lung cancer scr c-,136.96
71275,Ct angiography chest,281.97
71550,Mri chest w/o dye,334.67
71551,Mri chest w/dye,373.27
71552,Mri chest w/o & w/dye,468.27
72020,X-ray exam of spine 1 view,23.83
72040,X-ray exam neck spine 2-3 vw,39.95
72050,X-ray exam neck spine 4/5vws,55.39
72052,X-ray exam neck spine 6/>vws,63.11
72070,X-ray exam thorac spine 2vws,33.23
72072,X-ray exam thorac spine 3vws,38.94
72074,X-ray exam thorac spine4/>vw,44.31
72080,X-ray exam thoracolmb 2/> vw,35.25
72081,X-ray exam entire spi 1 vw,44.31
72082,X-ray exam entire spi 2/3 vw,72.17
72083,X-ray exam entire spi 4/5 vw,80.23
72084,X-ray exam entire spi 6/> vw,99.02
72100,X-ray exam l-s spine 2/3 vws,40.62
72110,X-ray exam l-2 spine 4/>vws,53.71
72114,X-ray exam l-s spine bending,62.1
72120,X-ray bend only l-s spine,42.3
72125,Ct neck spine w/o dye,131.25
72126,Ct neck spine w/dye,169.18
72127,Ct neck spine w/o & w/dye,197.04
72128,Ct chest spine w/o dye,130.91
72129,Ct chest spine w/dye,170.19
72130,Ct chest spine w/o & w/dye,199.06
72131,Ct lumbar spine w/o dye,130.58
72132,Ct lumbar spine w/dye,169.52
72133,Ct lumbar spine w/o & w/dye,197.71
72141,Mri neck spine w/o dye,191.67
72142,Mri neck spine w/dye,275.25
72146,Mri chest spine w/o dye,191.33
72147,Mri chest spine w/dye,272.57
72148,Mri lumbar spine w/o dye,192.68
72149,Mri lumbar spine w/dye,270.89
72156,Mri neck spine w/o & w/dye,319.56
72157,Mri chest spine w/o & w/dye,320.23
72158,Mri lumbar spine w/o & w/dye,319.9
72170,X-ray exam of pelvis,28.2
72190,X-ray exam of pelvis,43.64
72191,Ct angiograph pelv w/o&w/dye,305.46
72192,Ct pelvis w/o dye,133.26
72193,Ct pelvis w/dye,226.92
72194,Ct pelvis w/o & w/dye,251.76
72195,Mri pelvis w/o dye,228.59
